cycle_nodes,cycle_edges,vorticity
"Ferrer D.,Robert S.,Lopez F.,Del Potro J.M.,Russell M.,Odesnik W.,Kukushkin M.,Chardy J.,Ferrer D.","(Ferrer D.,Robert S.);(Robert S.,Lopez F.);(Lopez F.,Del Potro J.M.);(Del Potro J.M.,Russell M.);(Russell M.,Odesnik W.);(Odesnik W.,Kukushkin M.);(Kukushkin M.,Chardy J.);(Chardy J.,Ferrer D.)",-20.0
"Karlovic I.,Gimeno-Traver D.,Golubev A.,Fish M.,Karlovic I.","(Karlovic I.,Gimeno-Traver D.);(Gimeno-Traver D.,Golubev A.);(Golubev A.,Fish M.);(Fish M.,Karlovic I.)",-20.0
"Karlovic I.,Gimeno-Traver D.,Golubev A.,Isner J.,Karlovic I.","(Karlovic I.,Gimeno-Traver D.);(Gimeno-Traver D.,Golubev A.);(Golubev A.,Isner J.);(Isner J.,Karlovic I.)",-20.0
"Lacko L.,Serra F.,Robert S.,Verdasco F.,Berankis R.,Ginepri R.,Lacko L.","(Lacko L.,Serra F.);(Serra F.,Robert S.);(Robert S.,Verdasco F.);(Verdasco F.,Berankis R.);(Berankis R.,Ginepri R.);(Ginepri R.,Lacko L.)",-20.0
"Stakhovsky S.,Odesnik W.,Kukushkin M.,Marchenko I.,Stakhovsky S.","(Stakhovsky S.,Odesnik W.);(Odesnik W.,Kukushkin M.);(Kukushkin M.,Marchenko I.);(Marchenko I.,Stakhovsky S.)",-20.0
"Nieminen J.,Gimeno-Traver D.,Beck A.,Robert S.,Lopez F.,Del Potro J.M.,Mayer F.,Nieminen J.","(Nieminen J.,Gimeno-Traver D.);(Gimeno-Traver D.,Beck A.);(Beck A.,Robert S.);(Robert S.,Lopez F.);(Lopez F.,Del Potro J.M.);(Del Potro J.M.,Mayer F.);(Mayer F.,Nieminen J.)",-20.0
"Stakhovsky S.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Beck A.,Gimeno-Traver D.,Gasquet R.,Chela J.I.,Stakhovsky S.","(Stakhovsky S.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Gasquet R.);(Gasquet R.,Chela J.I.);(Chela J.I.,Stakhovsky S.)",20.0
"Lu Y.H.,Golubev A.,Gimeno-Traver D.,Gasquet R.,Lu Y.H.","(Lu Y.H.,Golubev A.);(Golubev A.,Gimeno-Traver D.);(Gimeno-Traver D.,Gasquet R.);(Gasquet R.,Lu Y.H.)",20.0
"Djokovic N.,Gimeno-Traver D.,Beck A.,Robert S.,Serra F.,Benneteau J.,Djokovic N.","(Djokovic N.,Gimeno-Traver D.);(Gimeno-Traver D.,Beck A.);(Beck A.,Robert S.);(Robert S.,Serra F.);(Serra F.,Benneteau J.);(Benneteau J.,Djokovic N.)",20.0
"Sela D.,Schuettler R.,Gimeno-Traver D.,Beck A.,Robert S.,Istomin D.,Sela D.","(Sela D.,Schuettler R.);(Schuettler R.,Gimeno-Traver D.);(Gimeno-Traver D.,Beck A.);(Beck A.,Robert S.);(Robert S.,Istomin D.);(Istomin D.,Sela D.)",20.0
"Wawrinka S.,Kukushkin M.,Odesnik W.,Berdych T.,Wawrinka S.","(Wawrinka S.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Berdych T.);(Berdych T.,Wawrinka S.)",20.0
"Verdasco F.,Robert S.,Beck A.,Gimeno-Traver D.,Schuettler R.,Gulbis E.,Verdasco F.","(Verdasco F.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Schuettler R.);(Schuettler R.,Gulbis E.);(Gulbis E.,Verdasco F.)",20.0
"Stakhovsky S.,Odesnik W.,Berdych T.,Luczak P.,Stakhovsky S.","(Stakhovsky S.,Odesnik W.);(Odesnik W.,Berdych T.);(Berdych T.,Luczak P.);(Luczak P.,Stakhovsky S.)",20.0
"Greul S.,Kukushkin M.,Odesnik W.,Clement A.,Greul S.","(Greul S.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Clement A.);(Clement A.,Greul S.)",20.0
"Sela D.,Schuettler R.,Gimeno-Traver D.,Beck A.,Robert S.,Roddick A.,Sela D.","(Sela D.,Schuettler R.);(Schuettler R.,Gimeno-Traver D.);(Gimeno-Traver D.,Beck A.);(Beck A.,Robert S.);(Robert S.,Roddick A.);(Roddick A.,Sela D.)",20.0
"Lopez F.,Robert S.,Serra F.,Benneteau J.,Lopez F.","(Lopez F.,Robert S.);(Robert S.,Serra F.);(Serra F.,Benneteau J.);(Benneteau J.,Lopez F.)",20.0
"Murray A.,Smyczek T.,Gabashvili T.,Kukushkin M.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Beck A.,Gimeno-Traver D.,Hanescu V.,Murray A.","(Murray A.,Smyczek T.);(Smyczek T.,Gabashvili T.);(Gabashvili T.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Hanescu V.);(Hanescu V.,Murray A.)",20.0
"Ramirez-Hidalgo R.,Brown D.,Robert S.,Seppi A.,Fischer M.,Bellucci T.,Ilhan M.,Gonzalez F.,Ramirez-Hidalgo R.","(Ramirez-Hidalgo R.,Brown D.);(Brown D.,Robert S.);(Robert S.,Seppi A.);(Seppi A.,Fischer M.);(Fischer M.,Bellucci T.);(Bellucci T.,Ilhan M.);(Ilhan M.,Gonzalez F.);(Gonzalez F.,Ramirez-Hidalgo R.)",20.0
"Polansky P.,Blake J.,Del Potro J.M.,Lopez F.,Robert S.,Beck A.,Gimeno-Traver D.,Monaco J.,Polansky P.","(Polansky P.,Blake J.);(Blake J.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Monaco J.);(Monaco J.,Polansky P.)",20.0
"Hewitt L.,Beck A.,Robert S.,Becker B.,Hewitt L.","(Hewitt L.,Beck A.);(Beck A.,Robert S.);(Robert S.,Becker B.);(Becker B.,Hewitt L.)",20.0
"Sweeting R.,Berankis R.,Verdasco F.,Robert S.,Serra F.,Korolev E.,Sweeting R.","(Sweeting R.,Berankis R.);(Berankis R.,Verdasco F.);(Verdasco F.,Robert S.);(Robert S.,Serra F.);(Serra F.,Korolev E.);(Korolev E.,Sweeting R.)",20.0
"Fish M.,Golubev A.,Gimeno-Traver D.,Djokovic N.,Fish M.","(Fish M.,Golubev A.);(Golubev A.,Gimeno-Traver D.);(Gimeno-Traver D.,Djokovic N.);(Djokovic N.,Fish M.)",20.0
"Querrey S.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Serra F.,Massu N.,Querrey S.","(Querrey S.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Serra F.);(Serra F.,Massu N.);(Massu N.,Querrey S.)",20.0
"Gasquet R.,Gimeno-Traver D.,Beck A.,Robert S.,Serra F.,Benneteau J.,Gasquet R.","(Gasquet R.,Gimeno-Traver D.);(Gimeno-Traver D.,Beck A.);(Beck A.,Robert S.);(Robert S.,Serra F.);(Serra F.,Benneteau J.);(Benneteau J.,Gasquet R.)",20.0
"Isner J.,Golubev A.,Gimeno-Traver D.,Garcia-Lopez G.,Isner J.","(Isner J.,Golubev A.);(Golubev A.,Gimeno-Traver D.);(Gimeno-Traver D.,Garcia-Lopez G.);(Garcia-Lopez G.,Isner J.)",20.0
"Simon G.,Golubev A.,Gimeno-Traver D.,Beck A.,Robert S.,Davydenko N.,Simon G.","(Simon G.,Golubev A.);(Golubev A.,Gimeno-Traver D.);(Gimeno-Traver D.,Beck A.);(Beck A.,Robert S.);(Robert S.,Davydenko N.);(Davydenko N.,Simon G.)",20.0
"Stepanek R.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Beck A.,Gimeno-Traver D.,Schuettler R.,Gulbis E.,Stepanek R.","(Stepanek R.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Schuettler R.);(Schuettler R.,Gulbis E.);(Gulbis E.,Stepanek R.)",20.0
"Garcia-Lopez G.,Gimeno-Traver D.,Gasquet R.,Chela J.I.,Garcia-Lopez G.","(Garcia-Lopez G.,Gimeno-Traver D.);(Gimeno-Traver D.,Gasquet R.);(Gasquet R.,Chela J.I.);(Chela J.I.,Garcia-Lopez G.)",20.0
"Marchenko I.,Kukushkin M.,Nadal R.,Bemelmans R.,Marchenko I.","(Marchenko I.,Kukushkin M.);(Kukushkin M.,Nadal R.);(Nadal R.,Bemelmans R.);(Bemelmans R.,Marchenko I.)",20.0
"Wawrinka S.,Kukushkin M.,Odesnik W.,Russell M.,Del Potro J.M.,Cilic M.,Wawrinka S.","(Wawrinka S.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Cilic M.);(Cilic M.,Wawrinka S.)",20.0
"Granollers M.,Golubev A.,Gimeno-Traver D.,Garcia-Lopez G.,Granollers M.","(Granollers M.,Golubev A.);(Golubev A.,Gimeno-Traver D.);(Gimeno-Traver D.,Garcia-Lopez G.);(Garcia-Lopez G.,Granollers M.)",20.0
"Stepanek R.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Serra F.,Federer R.,Stepanek R.","(Stepanek R.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Serra F.);(Serra F.,Federer R.);(Federer R.,Stepanek R.)",20.0
"Nieminen J.,Gimeno-Traver D.,Beck A.,Robert S.,Verdasco F.,Berankis R.,Melzer J.,Nieminen J.","(Nieminen J.,Gimeno-Traver D.);(Gimeno-Traver D.,Beck A.);(Beck A.,Robert S.);(Robert S.,Verdasco F.);(Verdasco F.,Berankis R.);(Berankis R.,Melzer J.);(Melzer J.,Nieminen J.)",20.0
"Lapentti N.,Korolev E.,Serra F.,Federer R.,Lapentti N.","(Lapentti N.,Korolev E.);(Korolev E.,Serra F.);(Serra F.,Federer R.);(Federer R.,Lapentti N.)",20.0
"Mayer L.,Robert S.,Serra F.,Lacko L.,Mayer L.","(Mayer L.,Robert S.);(Robert S.,Serra F.);(Serra F.,Lacko L.);(Lacko L.,Mayer L.)",20.0
"Montanes A.,Robert S.,Berrer M.,Haider-Maurer A.,Montanes A.","(Montanes A.,Robert S.);(Robert S.,Berrer M.);(Berrer M.,Haider-Maurer A.);(Haider-Maurer A.,Montanes A.)",20.0
"Mathieu P.H.,Berdych T.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Beck A.,Gimeno-Traver D.,Gasquet R.,Mathieu P.H.","(Mathieu P.H.,Berdych T.);(Berdych T.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Gasquet R.);(Gasquet R.,Mathieu P.H.)",20.0
"Ferrer D.,Robert S.,Serra F.,Beck K.,Ferrer D.","(Ferrer D.,Robert S.);(Robert S.,Serra F.);(Serra F.,Beck K.);(Beck K.,Ferrer D.)",20.0
"Rochus O.,Del Potro J.M.,Lopez F.,Robert S.,Beck A.,Gimeno-Traver D.,Schuettler R.,Paire B.,Rochus O.","(Rochus O.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Schuettler R.);(Schuettler R.,Paire B.);(Paire B.,Rochus O.)",20.0
"Starace P.,Robert S.,Beck A.,Gimeno-Traver D.,Golubev A.,Robredo T.,Starace P.","(Starace P.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Golubev A.);(Golubev A.,Robredo T.);(Robredo T.,Starace P.)",20.0
"Blake J.,Del Potro J.M.,Lopez F.,Robert S.,Serra F.,Benneteau J.,Blake J.","(Blake J.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Serra F.);(Serra F.,Benneteau J.);(Benneteau J.,Blake J.)",20.0
"Nadal R.,Kukushkin M.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Ferrer D.,Nadal R.","(Nadal R.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Ferrer D.);(Ferrer D.,Nadal R.)",20.0
"Nadal R.,Kukushkin M.,Odesnik W.,Berdych T.,Nadal R.","(Nadal R.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Berdych T.);(Berdych T.,Nadal R.)",20.0
"Wawrinka S.,Kukushkin M.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Monfils G.,Wawrinka S.","(Wawrinka S.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Monfils G.);(Monfils G.,Wawrinka S.)",20.0
"Starace P.,Robert S.,Lopez F.,Del Potro J.M.,Blake J.,Kubot L.,Starace P.","(Starace P.,Robert S.);(Robert S.,Lopez F.);(Lopez F.,Del Potro J.M.);(Del Potro J.M.,Blake J.);(Blake J.,Kubot L.);(Kubot L.,Starace P.)",20.0
"Youzhny M.,Kukushkin M.,Odesnik W.,Stakhovsky S.,Youzhny M.","(Youzhny M.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Stakhovsky S.);(Stakhovsky S.,Youzhny M.)",20.0
"Phau B.,Berankis R.,Verdasco F.,Robert S.,Serra F.,Federer R.,Phau B.","(Phau B.,Berankis R.);(Berankis R.,Verdasco F.);(Verdasco F.,Robert S.);(Robert S.,Serra F.);(Serra F.,Federer R.);(Federer R.,Phau B.)",20.0
"Ramos-Vinolas A.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Seppi A.,Fischer M.,Bellucci T.,Ilhan M.,Gonzalez F.,Ramos-Vinolas A.","(Ramos-Vinolas A.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Seppi A.);(Seppi A.,Fischer M.);(Fischer M.,Bellucci T.);(Bellucci T.,Ilhan M.);(Ilhan M.,Gonzalez F.);(Gonzalez F.,Ramos-Vinolas A.)",20.0
"Troicki V.,Kukushkin M.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Serra F.,Korolev E.,Lapentti N.,Troicki V.","(Troicki V.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Serra F.);(Serra F.,Korolev E.);(Korolev E.,Lapentti N.);(Lapentti N.,Troicki V.)",20.0
"Schwank E.,Gimeno-Traver D.,Gasquet R.,Chela J.I.,Schwank E.","(Schwank E.,Gimeno-Traver D.);(Gimeno-Traver D.,Gasquet R.);(Gasquet R.,Chela J.I.);(Chela J.I.,Schwank E.)",20.0
"Youzhny M.,Kukushkin M.,Odesnik W.,Russell M.,Del Potro J.M.,Mayer F.,Youzhny M.","(Youzhny M.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Mayer F.);(Mayer F.,Youzhny M.)",20.0
"Lapentti N.,Korolev E.,Serra F.,Robert S.,Beck A.,Gimeno-Traver D.,Schuettler R.,Dent T.,Lapentti N.","(Lapentti N.,Korolev E.);(Korolev E.,Serra F.);(Serra F.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Schuettler R.);(Schuettler R.,Dent T.);(Dent T.,Lapentti N.)",20.0
"Nadal R.,Kukushkin M.,Odesnik W.,Kohlschreiber P.,Nadal R.","(Nadal R.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Kohlschreiber P.);(Kohlschreiber P.,Nadal R.)",20.0
"Lorenzi P.,Beck A.,Gimeno-Traver D.,Djokovic N.,Lorenzi P.","(Lorenzi P.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Djokovic N.);(Djokovic N.,Lorenzi P.)",20.0
"Wawrinka S.,Kukushkin M.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Starace P.,Wawrinka S.","(Wawrinka S.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Starace P.);(Starace P.,Wawrinka S.)",20.0
"Gasquet R.,Gimeno-Traver D.,Schuettler R.,Dolgopolov O.,Gasquet R.","(Gasquet R.,Gimeno-Traver D.);(Gimeno-Traver D.,Schuettler R.);(Schuettler R.,Dolgopolov O.);(Dolgopolov O.,Gasquet R.)",20.0
"Troicki V.,Kukushkin M.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Verdasco F.,Berankis R.,Ball C.,Troicki V.","(Troicki V.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Verdasco F.);(Verdasco F.,Berankis R.);(Berankis R.,Ball C.);(Ball C.,Troicki V.)",20.0
"Petzschner P.,Robert S.,Beck A.,Gimeno-Traver D.,Schuettler R.,Dent T.,Petzschner P.","(Petzschner P.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Schuettler R.);(Schuettler R.,Dent T.);(Dent T.,Petzschner P.)",20.0
"Fish M.,Golubev A.,Gimeno-Traver D.,Beck A.,Robert S.,Lopez F.,Del Potro J.M.,Cilic M.,Fish M.","(Fish M.,Golubev A.);(Golubev A.,Gimeno-Traver D.);(Gimeno-Traver D.,Beck A.);(Beck A.,Robert S.);(Robert S.,Lopez F.);(Lopez F.,Del Potro J.M.);(Del Potro J.M.,Cilic M.);(Cilic M.,Fish M.)",20.0
"Ferrero J.C.,Meffert D.,Lacko L.,Serra F.,Robert S.,Becker B.,Ferrero J.C.","(Ferrero J.C.,Meffert D.);(Meffert D.,Lacko L.);(Lacko L.,Serra F.);(Serra F.,Robert S.);(Robert S.,Becker B.);(Becker B.,Ferrero J.C.)",20.0
"Haas T.,Gabashvili T.,Kukushkin M.,Greul S.,Haas T.","(Haas T.,Gabashvili T.);(Gabashvili T.,Kukushkin M.);(Kukushkin M.,Greul S.);(Greul S.,Haas T.)",20.0
"Levine J.,Lopez F.,Robert S.,Serra F.,Beck K.,Harrison R.,Levine J.","(Levine J.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Serra F.);(Serra F.,Beck K.);(Beck K.,Harrison R.);(Harrison R.,Levine J.)",20.0
"Zeballos H.,Fischer M.,Seppi A.,Robert S.,Serra F.,Lacko L.,Zeballos H.","(Zeballos H.,Fischer M.);(Fischer M.,Seppi A.);(Seppi A.,Robert S.);(Robert S.,Serra F.);(Serra F.,Lacko L.);(Lacko L.,Zeballos H.)",20.0
"Simon G.,Golubev A.,Gimeno-Traver D.,Beck A.,Robert S.,Berrer M.,Simon G.","(Simon G.,Golubev A.);(Golubev A.,Gimeno-Traver D.);(Gimeno-Traver D.,Beck A.);(Beck A.,Robert S.);(Robert S.,Berrer M.);(Berrer M.,Simon G.)",20.0
"Matosevic M.,Seppi A.,Robert S.,Llodra M.,Matosevic M.","(Matosevic M.,Seppi A.);(Seppi A.,Robert S.);(Robert S.,Llodra M.);(Llodra M.,Matosevic M.)",20.0
"Karlovic I.,Gimeno-Traver D.,Beck A.,Robert S.,Serra F.,Benneteau J.,Karlovic I.","(Karlovic I.,Gimeno-Traver D.);(Gimeno-Traver D.,Beck A.);(Beck A.,Robert S.);(Robert S.,Serra F.);(Serra F.,Benneteau J.);(Benneteau J.,Karlovic I.)",20.0
"Luczak P.,Berdych T.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Llodra M.,Witten J.,Baghdatis M.,Luczak P.","(Luczak P.,Berdych T.);(Berdych T.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Llodra M.);(Llodra M.,Witten J.);(Witten J.,Baghdatis M.);(Baghdatis M.,Luczak P.)",20.0
"Sijsling I.,Zverev M.,Kukushkin M.,De Bakker T.,Sijsling I.","(Sijsling I.,Zverev M.);(Zverev M.,Kukushkin M.);(Kukushkin M.,De Bakker T.);(De Bakker T.,Sijsling I.)",20.0
"Harrison R.,Beck K.,Serra F.,Robert S.,Beck A.,Gimeno-Traver D.,Schuettler R.,Dent T.,Harrison R.","(Harrison R.,Beck K.);(Beck K.,Serra F.);(Serra F.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Schuettler R.);(Schuettler R.,Dent T.);(Dent T.,Harrison R.)",20.0
"Hajek J.,Beck A.,Robert S.,Becker B.,Hajek J.","(Hajek J.,Beck A.);(Beck A.,Robert S.);(Robert S.,Becker B.);(Becker B.,Hajek J.)",20.0
"Kohlschreiber P.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Serra F.,Beck K.,Kohlschreiber P.","(Kohlschreiber P.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Serra F.);(Serra F.,Beck K.);(Beck K.,Kohlschreiber P.)",20.0
"Troicki V.,Kukushkin M.,Odesnik W.,Stepanek R.,Troicki V.","(Troicki V.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Stepanek R.);(Stepanek R.,Troicki V.)",20.0
"Djokovic N.,Gimeno-Traver D.,Schuettler R.,Dent T.,Djokovic N.","(Djokovic N.,Gimeno-Traver D.);(Gimeno-Traver D.,Schuettler R.);(Schuettler R.,Dent T.);(Dent T.,Djokovic N.)",20.0
"Troicki V.,Kukushkin M.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Beck A.,Gimeno-Traver D.,Golubev A.,Robredo T.,Troicki V.","(Troicki V.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Golubev A.);(Golubev A.,Robredo T.);(Robredo T.,Troicki V.)",20.0
"Gabashvili T.,Kukushkin M.,Odesnik W.,Clement A.,Gabashvili T.","(Gabashvili T.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Clement A.);(Clement A.,Gabashvili T.)",20.0
"Chiudinelli M.,Gimeno-Traver D.,Beck A.,Robert S.,Seppi A.,Fischer M.,Bellucci T.,Chiudinelli M.","(Chiudinelli M.,Gimeno-Traver D.);(Gimeno-Traver D.,Beck A.);(Beck A.,Robert S.);(Robert S.,Seppi A.);(Seppi A.,Fischer M.);(Fischer M.,Bellucci T.);(Bellucci T.,Chiudinelli M.)",20.0
"Ferrero J.C.,Meffert D.,Lacko L.,Serra F.,Robert S.,Beck A.,Gimeno-Traver D.,Berlocq C.,Ferrero J.C.","(Ferrero J.C.,Meffert D.);(Meffert D.,Lacko L.);(Lacko L.,Serra F.);(Serra F.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Berlocq C.);(Berlocq C.,Ferrero J.C.)",20.0
"Schwank E.,Gimeno-Traver D.,Beck A.,Hewitt L.,Schwank E.","(Schwank E.,Gimeno-Traver D.);(Gimeno-Traver D.,Beck A.);(Beck A.,Hewitt L.);(Hewitt L.,Schwank E.)",20.0
"Schwank E.,Gimeno-Traver D.,Schuettler R.,Dent T.,Schwank E.","(Schwank E.,Gimeno-Traver D.);(Gimeno-Traver D.,Schuettler R.);(Schuettler R.,Dent T.);(Dent T.,Schwank E.)",20.0
"Wawrinka S.,Kukushkin M.,Odesnik W.,Russell M.,Wawrinka S.","(Wawrinka S.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Wawrinka S.)",20.0
"Wawrinka S.,Kukushkin M.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Beck A.,Wawrinka S.","(Wawrinka S.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Beck A.);(Beck A.,Wawrinka S.)",20.0
"Malisse X.,Odesnik W.,Berdych T.,Lindahl N.,Malisse X.","(Malisse X.,Odesnik W.);(Odesnik W.,Berdych T.);(Berdych T.,Lindahl N.);(Lindahl N.,Malisse X.)",20.0
"Starace P.,Robert S.,Beck A.,Gimeno-Traver D.,Golubev A.,Ljubicic I.,Starace P.","(Starace P.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Golubev A.);(Golubev A.,Ljubicic I.);(Ljubicic I.,Starace P.)",20.0
"Riba P.,Blake J.,Del Potro J.M.,Lopez F.,Robert S.,Seppi A.,Fischer M.,Bellucci T.,Riba P.","(Riba P.,Blake J.);(Blake J.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Seppi A.);(Seppi A.,Fischer M.);(Fischer M.,Bellucci T.);(Bellucci T.,Riba P.)",20.0
"Lorenzi P.,Beck A.,Robert S.,Llodra M.,Witten J.,Baghdatis M.,Lorenzi P.","(Lorenzi P.,Beck A.);(Beck A.,Robert S.);(Robert S.,Llodra M.);(Llodra M.,Witten J.);(Witten J.,Baghdatis M.);(Baghdatis M.,Lorenzi P.)",20.0
"Klizan M.,Wawrinka S.,Kukushkin M.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Serra F.,Lacko L.,Meffert D.,Ferrero J.C.,Klizan M.","(Klizan M.,Wawrinka S.);(Wawrinka S.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Serra F.);(Serra F.,Lacko L.);(Lacko L.,Meffert D.);(Meffert D.,Ferrero J.C.);(Ferrero J.C.,Klizan M.)",20.0
