Analysis for k=3 (removing 3 nodes)
Total combinations analyzed: 1140
Original intransitivity percentage: 78.42%, (intransitivity: 95.503422, total: 121.781372)
======================================================================

Results (sorted by intransitivity percentage):
------------------------------------------------------------------------------------------------------------------------
Removed Nodes                                        Percentage     Intransitivity              Total
------------------------------------------------------------------------------------------------------------------------
{Wolves, Bournemouth, Ipswich}                           79.20%          80.654091         101.836264
{Newcastle, Nott'm Forest, Ipswich}                      79.22%          82.188431         103.745584
{Newcastle, Chelsea, West Ham}                           79.23%          82.972166         104.725192
{Arsenal, Ipswich, Man City}                             79.23%          82.911398         104.646372
{Brentford, Southampton, Nott'm Forest}                  79.23%          77.519239          97.839391
{Liverpool, Man United, Man City}                        79.23%          79.048233          99.768462
{Chelsea, Nott'm Forest, Arsenal}                        79.24%          82.979676         104.716016
{Wolves, Aston Villa, Man City}                          79.25%          82.912909         104.624412
{Everton, Nott'm Forest, Leicester}                      79.25%          81.474267         102.808870
{Chelsea, Bournemouth, Liverpool}                        79.27%          82.261474         103.776991
{Nott'm Forest, Arsenal, Ipswich}                        79.27%          82.984879         104.686688
{Chelsea, Crystal Palace, Liverpool}                     79.28%          82.219589         103.706716
{Leicester, Arsenal, Man United}                         79.28%          79.159843          99.843392
{Newcastle, Ipswich, Man City}                           79.29%          81.499066         102.781842
{Wolves, Tottenham, Man City}                            79.31%          79.180993          99.834813
{Newcastle, Ipswich, Tottenham}                          79.33%          79.240623          99.893383
{Chelsea, Aston Villa, Arsenal}                          79.34%          84.559678         106.584537
{Newcastle, Fulham, Southampton}                         79.34%          78.404120          98.823221
{Wolves, Brentford, Tottenham}                           79.34%          77.661183          97.885498
{Wolves, Brentford, Arsenal}                             79.34%          80.750515         101.778812
{Liverpool, Brighton, Man City}                          79.34%          83.015635         104.626209
{Southampton, Everton, Tottenham}                        79.35%          79.246273          99.874143
{Liverpool, Ipswich, Man United}                         79.35%          78.432522          98.846470
{Aston Villa, Southampton, Brighton}                     79.35%          82.333752         103.761289
{Newcastle, Chelsea, Aston Villa}                        79.36%          83.073225         104.684892
{Everton, Leicester, Arsenal}                            79.36%          83.080365         104.682098
{Newcastle, Everton, Leicester}                          79.37%          81.607898         102.818216
{Wolves, Fulham, Southampton}                            79.38%          77.634961          97.806078
{Newcastle, Nott'm Forest, Arsenal}                      79.38%          82.295111         103.675288
{Brentford, Liverpool, Nott'm Forest}                    79.38%          79.237321          99.815561
{Crystal Palace, Leicester, Arsenal}                     79.39%          81.578180         102.753792
{Chelsea, Bournemouth, Leicester}                        79.41%          80.950784         101.944514
{Wolves, Nott'm Forest, Man City}                        79.41%          81.590215         102.740780
{Southampton, Nott'm Forest, Brighton}                   79.42%          80.878034         101.836264
{Newcastle, Liverpool, Man United}                       79.45%          78.487459          98.792143
{Chelsea, Wolves, West Ham}                              79.45%          83.959699         105.675758
{Brentford, Ipswich, Tottenham}                          79.45%          78.600437          98.925055
{West Ham, Southampton, Everton}                         79.46%          81.677576         102.788346
{Bournemouth, West Ham, Leicester}                       79.46%          80.209000         100.937923
{Aston Villa, Brentford, Liverpool}                      79.47%          81.657172         102.756638
{Chelsea, West Ham, Arsenal}                             79.47%          84.713591         106.599823
{Chelsea, Liverpool, Everton}                            79.47%          83.933212         105.617626
{Wolves, Aston Villa, Nott'm Forest}                     79.47%          82.418433         103.709536
{Newcastle, Bournemouth, Liverpool}                      79.48%          80.931184         101.824981
{Southampton, Brighton, Tottenham}                       79.49%          79.426505          99.926000
{Everton, Leicester, Tottenham}                          79.49%          79.431482          99.926000
{Brentford, West Ham, Leicester}                         79.50%          78.646991          98.925055
{Wolves, Bournemouth, Arsenal}                           79.51%          83.960048         105.597648
{Crystal Palace, Liverpool, Arsenal}                     79.51%          82.403135         103.636394
{Crystal Palace, Southampton, Tottenham}                 79.51%          78.600716          98.851331
{Arsenal, Ipswich, Tottenham}                            79.52%          80.978271         101.831546
{Chelsea, Wolves, Nott'm Forest}                         79.53%          82.527406         103.775179
{Aston Villa, Nott'm Forest, Ipswich}                    79.53%          83.270368         104.700455
{Liverpool, Nott'm Forest, Tottenham}                    79.55%          79.442857          99.867449
{Aston Villa, West Ham, Ipswich}                         79.55%          84.066420         105.675758
{Wolves, Arsenal, Tottenham}                             79.56%          80.974039         101.783532
{Crystal Palace, Leicester, Tottenham}                   79.57%          78.697891          98.898867
{Chelsea, Liverpool, Brighton}                           79.58%          83.304054         104.682098
{Southampton, Man United, Man City}                      79.59%          77.056542          96.811913
{Leicester, Brighton, Man City}                          79.59%          81.833933         102.813543
{Leicester, Brighton, Tottenham}                         79.60%          79.558471          99.951919
{Newcastle, West Ham, Ipswich}                           79.60%          82.598451         103.765919
{Chelsea, Southampton, Everton}                          79.60%          82.605291         103.772361
{Newcastle, Bournemouth, Southampton}                    79.60%          79.514115          99.888573
{Bournemouth, Liverpool, Ipswich}                        79.65%          81.883611         102.804197
{Newcastle, Aston Villa, Arsenal}                        79.65%          83.327986         104.615227
{Brentford, Liverpool, Man City}                         79.66%          80.285537         100.791500
{Newcastle, Wolves, West Ham}                            79.66%          81.851836         102.745456
{Wolves, Crystal Palace, Liverpool}                      79.67%          81.822285         102.706209
{Southampton, Everton, Arsenal}                          79.68%          82.609324         103.677102
{Crystal Palace, West Ham, Southampton}                  79.69%          80.325463         100.802899
{Chelsea, Leicester, Brighton}                           79.69%          82.746985         103.837964
{Chelsea, Wolves, Aston Villa}                           79.69%          84.186105         105.635820
{Wolves, Brentford, Ipswich}                             79.70%          79.591627          99.867449
{Brentford, Nott'm Forest, Leicester}                    79.70%          78.017236          97.887419
{Bournemouth, Leicester, Tottenham}                      79.70%          77.276168          96.957451
{Newcastle, Brentford, Leicester}                        79.70%          78.005608          97.870772
{Newcastle, Bournemouth, Leicester}                      79.70%          79.647993          99.930808
{Newcastle, Liverpool, Brighton}                         79.71%          81.900300         102.751962
{Bournemouth, Nott'm Forest, Leicester}                  79.72%          79.659903          99.926000
{Chelsea, Brentford, Ipswich}                            79.73%          81.247019         101.907829
{Chelsea, Brentford, Leicester}                          79.74%          79.700636          99.951919
{Aston Villa, Liverpool, Tottenham}                      79.74%          80.414886         100.842886
{Liverpool, Everton, Arsenal}                            79.75%          84.157922         105.528586
{West Ham, Leicester, Brighton}                          79.75%          82.043037         102.875088
{Chelsea, Liverpool, Man United}                         79.77%          79.635390          99.831884
{Newcastle, Wolves, Nott'm Forest}                       79.77%          81.967029         102.750132
{Bournemouth, Southampton, Man City}                     79.78%          79.679091          99.878953
{West Ham, Arsenal, Ipswich}                             79.78%          84.269535         105.633052
{Newcastle, Arsenal, Man City}                           79.78%          81.923858         102.690343
{Newcastle, Liverpool, Everton}                          79.79%          82.739334         103.700270
{Wolves, Bournemouth, Liverpool}                         79.80%          81.996545         102.751962
{Nott'm Forest, Leicester, Brighton}                     79.82%          81.303250         101.861697
{Newcastle, West Ham, Arsenal}                           79.83%          82.755272         103.670654
{Aston Villa, Ipswich, Tottenham}                        79.84%          80.544838         100.884722
{Liverpool, Everton, Ipswich}                            79.85%          83.578682         104.666532
{Liverpool, Brighton, Ipswich}                           79.86%          82.835520         103.727058
{Newcastle, Leicester, Brighton}                         79.89%          81.383579         101.866413
{Chelsea, Arsenal, Man City}                             79.90%          84.391678         105.622175
{Chelsea, Crystal Palace, Southampton}                   79.91%          81.356145         101.810825
{Newcastle, Chelsea, Man City}                           79.91%          82.910633         103.750215
{Newcastle, Arsenal, Ipswich}                            79.94%          82.887338         103.691003
{Brentford, West Ham, Southampton}                       79.94%          78.239398          97.870772
{Crystal Palace, Southampton, Arsenal}                   79.95%          81.339433         101.734470
{Wolves, Liverpool, Everton}                             79.96%          83.664124         104.635393
{Newcastle, Chelsea, Arsenal}                            79.96%          82.930293         103.715981
{Wolves, Liverpool, Brighton}                            79.97%          82.920706         103.695637
{Wolves, Nott'm Forest, Arsenal}                         79.97%          82.932674         103.700270
{Southampton, Ipswich, Man United}                       79.98%          76.656964          95.839478
{Liverpool, Arsenal, Man United}                         80.01%          79.802385          99.737678
{Brentford, Liverpool, Tottenham}                        80.03%          79.113729          98.861051
{Newcastle, Wolves, Man City}                            80.05%          82.230069         102.729596
{Newcastle, Wolves, Aston Villa}                         80.05%          82.987286         103.673475
{Newcastle, Crystal Palace, Southampton}                 80.05%          79.871516          99.773277
{Leicester, Ipswich, Man United}                         80.07%          77.604464          96.920817
{Crystal Palace, Leicester, Ipswich}                     80.08%          80.769210         100.865670
{Wolves, Liverpool, Man United}                          80.08%          79.895630          99.773277
{Wolves, West Ham, Arsenal}                              80.09%          83.802276         104.630801
{Newcastle, Southampton, Everton}                        80.11%          81.545633         101.794820
{Chelsea, Wolves, Man City}                              80.12%          84.639082         105.635820
{Aston Villa, Leicester, Man City}                       80.13%          82.369054         102.797694
{Brentford, Liverpool, Ipswich}                          80.13%          80.792216         100.828592
{Aston Villa, Liverpool, West Ham}                       80.13%          83.884277         104.684892
{Chelsea, West Ham, Ipswich}                             80.14%          84.748828         105.751046
{Chelsea, Nott'm Forest, Ipswich}                        80.15%          83.215355         103.826899
{Newcastle, Brentford, Liverpool}                        80.16%          79.193905          98.797006
{Liverpool, West Ham, Man City}                          80.16%          83.893177         104.655554
{Southampton, Everton, Man City}                         80.17%          81.622996         101.810825
{Fulham, Southampton, Ipswich}                           80.17%          77.640877          96.843626
{Newcastle, Chelsea, Wolves}                             80.18%          83.170035         103.734509
{Liverpool, West Ham, Nott'm Forest}                     80.18%          83.176897         103.740953
{Wolves, Aston Villa, Arsenal}                           80.19%          84.655448         105.566783
{Southampton, Nott'm Forest, Tottenham}                  80.20%          78.508185          97.892327
{Liverpool, Arsenal, Brighton}                           80.21%          83.895468         104.596855
{Wolves, Arsenal, Man City}                              80.21%          83.894184         104.595057
{Aston Villa, Southampton, Nott'm Forest}                80.21%          81.653590         101.799539
{Wolves, Ipswich, Man City}                              80.23%          82.444886         102.756638
{Aston Villa, Arsenal, Ipswich}                          80.24%          84.748645         105.622175
{Chelsea, Brentford, Liverpool}                          80.26%          80.926501         100.833357
{Brentford, Leicester, Arsenal}                          80.28%          80.182416          99.874143
{West Ham, Southampton, Brighton}                        80.29%          81.800331         101.882407
{Wolves, Nott'm Forest, Ipswich}                         80.32%          81.789358         101.824981
{Newcastle, Aston Villa, Ipswich}                        80.35%          83.346643         103.729877
{Wolves, Southampton, Man United}                        80.35%          78.600720          97.817825
{Wolves, West Ham, Ipswich}                              80.37%          82.616576         102.797694
{Leicester, Arsenal, Brighton}                           80.40%          83.408676         103.747397
{Chelsea, Brentford, Southampton}                        80.43%          79.545628          98.903725
{Newcastle, Liverpool, Tottenham}                        80.43%          79.506842          98.849429
{Wolves, Crystal Palace, Leicester}                      80.44%          81.110599         100.833357
{Chelsea, Liverpool, Tottenham}                          80.44%          81.152163         100.879959
{Wolves, Everton, Leicester}                             80.45%          82.717084         102.818216
{Wolves, Bournemouth, Southampton}                       80.46%          80.347311          99.862638
{Chelsea, Southampton, Brighton}                         80.47%          82.764037         102.849906
{Chelsea, Aston Villa, Leicester}                        80.47%          83.551689         103.826899
{Wolves, Leicester, Man United}                          80.49%          79.588166          98.877531
{Newcastle, Wolves, Arsenal}                             80.49%          83.424199         103.639215
{Aston Villa, Southampton, Tottenham}                    80.50%          79.604231          98.887249
{Chelsea, Ipswich, Tottenham}                            80.51%          81.288928         100.968340
{Wolves, Brentford, Liverpool}                           80.52%          80.364616          99.804050
{Chelsea, Wolves, Arsenal}                               80.53%          85.063010         105.626724
{Newcastle, Brentford, Southampton}                      80.54%          77.967199          96.800045
{Crystal Palace, Southampton, Man City}                  80.56%          80.409014          99.810748
{Chelsea, Ipswich, Man City}                             80.62%          84.454732         104.760891
{Brentford, Southampton, Arsenal}                        80.67%          79.718039          98.825123
{Wolves, Ipswich, Tottenham}                             80.67%          78.953865          97.875681
{Liverpool, Fulham, Southampton}                         80.68%          78.089622          96.795081
{Aston Villa, West Ham, Leicester}                       80.68%          82.971437         102.843406
{Bournemouth, Southampton, Arsenal}                      80.70%          82.944897         102.778997
{Brentford, Liverpool, Arsenal}                          80.72%          81.329270         100.761030
{Liverpool, Tottenham, Man City}                         80.73%          80.587735          99.820374
{Aston Villa, Leicester, Tottenham}                      80.75%          79.888678          98.934768
{Wolves, Liverpool, Tottenham}                           80.76%          79.817932          98.828082
{Fulham, Southampton, Leicester}                         80.77%          77.420643          95.849504
{Bournemouth, Liverpool, Arsenal}                        80.79%          84.545134         104.641781
{Bournemouth, Southampton, Ipswich}                      80.80%          79.927620          98.915341
{West Ham, Leicester, Man City}                          80.81%          82.316780         101.861697
{Liverpool, Arsenal, Tottenham}                          80.82%          81.456676         100.786734
{Newcastle, Southampton, Brighton}                       80.82%          81.517789         100.859043
{Brentford, Southampton, Man City}                       80.84%          78.287740          96.843626
{Crystal Palace, Southampton, Ipswich}                   80.84%          80.701222          99.827071
{Aston Villa, West Ham, Southampton}                     80.84%          82.322616         101.829700
{Aston Villa, Liverpool, Man City}                       80.85%          83.821504         103.679922
{Chelsea, Aston Villa, Southampton}                      80.86%          83.143849         102.818216
{Liverpool, West Ham, Ipswich}                           80.88%          83.915352         103.756658
{Chelsea, Liverpool, West Ham}                           80.88%          84.693841         104.716016
{Wolves, Bournemouth, Leicester}                         80.89%          80.815663          99.904884
{Aston Villa, Nott'm Forest, Leicester}                  80.90%          82.389720         101.845699
{Southampton, Arsenal, Brighton}                         80.90%          83.128873         102.758467
{Wolves, Southampton, Everton}                           80.90%          82.350298         101.794820
{West Ham, Southampton, Nott'm Forest}                   80.93%          81.625205         100.859043
{Everton, Leicester, Ipswich}                            80.93%          82.451205         101.877691
{Newcastle, Wolves, Ipswich}                             80.95%          82.393896         101.788253
{Newcastle, Aston Villa, Leicester}                      80.96%          82.437963         101.829700
{Newcastle, Chelsea, Ipswich}                            80.96%          83.267124         102.843406
{Liverpool, Ipswich, Tottenham}                          80.97%          80.063095          98.877531
{Wolves, Brentford, Leicester}                           80.98%          79.277072          97.897235
{Aston Villa, Liverpool, Nott'm Forest}                  80.99%          83.224247         102.756638
{Aston Villa, Leicester, Arsenal}                        81.00%          84.043366         103.756658
{Bournemouth, Liverpool, Southampton}                    81.03%          80.913174          99.853015
{Chelsea, Arsenal, Ipswich}                              81.07%          84.923633         104.751719
{Wolves, Leicester, Brighton}                            81.08%          82.590668         101.866413
{Bournemouth, Leicester, Arsenal}                        81.08%          83.364772         102.820045
{Chelsea, Southampton, Nott'm Forest}                    81.09%          81.806772         100.879959
{Aston Villa, Southampton, Arsenal}                      81.11%          83.341063         102.747286
{Wolves, Liverpool, West Ham}                            81.14%          83.356290         102.736103
{Wolves, Crystal Palace, Southampton}                    81.15%          80.980928          99.794421
{Brentford, Leicester, Ipswich}                          81.18%          79.499222          97.930517
{Newcastle, Liverpool, West Ham}                         81.20%          82.647480         101.783532
{Chelsea, Aston Villa, Ipswich}                          81.20%          85.073385         104.765477
{Wolves, Arsenal, Ipswich}                               81.21%          84.203720         103.691003
{Brentford, Leicester, Tottenham}                        81.26%          77.928777          95.903537
{Liverpool, Ipswich, Man City}                           81.26%          83.492824         102.747286
{Southampton, Nott'm Forest, Arsenal}                    81.29%          81.944920         100.802899
{Chelsea, Leicester, Man City}                           81.30%          83.627303         102.859248
{Chelsea, Aston Villa, Liverpool}                        81.33%          84.376115         103.740953
{Bournemouth, Leicester, Ipswich}                        81.34%          80.492394          98.957991
{Chelsea, West Ham, Leicester}                           81.37%          83.726854         102.900264
{Nott'm Forest, Leicester, Tottenham}                    81.37%          78.862559          96.918877
{Liverpool, Nott'm Forest, Man City}                     81.38%          82.803366         101.753359
{Chelsea, Nott'm Forest, Leicester}                      81.38%          82.131440         100.926540
{Newcastle, Leicester, Man City}                         81.39%          81.283943          99.872260
{Chelsea, Leicester, Tottenham}                          81.39%          80.577082          98.998723
{Newcastle, Chelsea, Leicester}                          81.40%          82.134181         100.905633
{Nott'm Forest, Leicester, Man City}                     81.40%          81.290471          99.862638
{Liverpool, Nott'm Forest, Ipswich}                      81.40%          82.882529         101.815544
{Crystal Palace, Liverpool, Leicester}                   81.42%          81.276586          99.827071
{Chelsea, Southampton, Tottenham}                        81.42%          80.567909          98.951235
{West Ham, Southampton, Tottenham}                       81.42%          78.914998          96.918877
{Southampton, Brighton, Man City}                        81.44%          82.138423         100.854279
{Brentford, Southampton, Tottenham}                      81.45%          78.076808          95.854516
{West Ham, Nott'm Forest, Leicester}                     81.46%          82.189786         100.900871
{Leicester, Arsenal, Man City}                           81.46%          82.915201         101.790100
{Aston Villa, Southampton, Man City}                     81.47%          82.132203         100.817197
{Southampton, Everton, Ipswich}                          81.47%          82.155892         100.844751
{Newcastle, Southampton, Nott'm Forest}                  81.48%          81.338996          99.825187
{Newcastle, Aston Villa, Southampton}                    81.49%          82.138460         100.801034
{Brentford, Liverpool, Leicester}                        81.49%          79.749712          97.860953
{Wolves, Brentford, Southampton}                         81.51%          78.920705          96.826800
{Liverpool, West Ham, Arsenal}                           81.51%          84.495483         103.666019
{Newcastle, Leicester, Tottenham}                        81.52%          78.997429          96.902064
{Bournemouth, Liverpool, Leicester}                      81.53%          81.445471          99.895265
{Wolves, Aston Villa, Ipswich}                           81.53%          83.783270         102.761313
{Liverpool, Southampton, Man United}                     81.54%          78.072676          95.746362
{Liverpool, Everton, Leicester}                          81.54%          83.021242         101.810825
{Chelsea, Liverpool, Nott'm Forest}                      81.56%          83.046278         101.820263
{Liverpool, Leicester, Man United}                       81.57%          78.987077          96.828742
{Leicester, Brighton, Ipswich}                           81.58%          82.326317         100.917018
{Southampton, Arsenal, Tottenham}                        81.58%          80.644896          98.851331
{West Ham, Leicester, Tottenham}                         81.63%          79.148065          96.962406
{Chelsea, Leicester, Arsenal}                            81.67%          83.999321         102.849906
{Newcastle, Southampton, Tottenham}                      81.68%          79.106318          96.853548
{Newcastle, Liverpool, Nott'm Forest}                    81.70%          82.349807         100.801034
{Wolves, Southampton, Brighton}                          81.72%          82.417813         100.859043
{Newcastle, Aston Villa, Liverpool}                      81.76%          83.203414         101.767523
{Leicester, Tottenham, Man City}                         81.77%          79.227916          96.892147
{Newcastle, Leicester, Arsenal}                          81.77%          82.433676         100.807665
{Brentford, Southampton, Ipswich}                        81.77%          79.207261          96.860450
{Newcastle, Nott'm Forest, Leicester}                    81.78%          81.675851          99.872260
{Aston Villa, Liverpool, Arsenal}                        81.79%          84.793140         103.675288
{Newcastle, West Ham, Leicester}                         81.80%          81.708151          99.888573
{Wolves, Aston Villa, Liverpool}                         81.85%          84.075719         102.720242
{Leicester, Arsenal, Tottenham}                          81.86%          80.960774          98.898867
{Nott'm Forest, Leicester, Arsenal}                      81.89%          82.581908         100.849515
{Wolves, Liverpool, Nott'm Forest}                       81.90%          82.558982         100.801034
{Chelsea, Liverpool, Man City}                           81.94%          84.980382         103.715981
{Chelsea, West Ham, Southampton}                         81.94%          83.489350         101.887123
{Liverpool, Nott'm Forest, Arsenal}                      81.97%          83.406172         101.748637
{Leicester, Ipswich, Man City}                           81.98%          81.898736          99.904884
{Wolves, Aston Villa, Leicester}                         82.00%          83.496608         101.829700
{Wolves, Liverpool, Man City}                            82.03%          84.240574         102.695022
{Chelsea, Wolves, Ipswich}                               82.05%          84.381896         102.843406
{Liverpool, Leicester, Brighton}                         82.07%          82.767823         100.844751
{Newcastle, Liverpool, Ipswich}                          82.10%          82.766226         100.817197
{Liverpool, Southampton, Everton}                        82.10%          82.734184         100.777199
{Newcastle, Liverpool, Man City}                         82.11%          82.747172         100.780101
{Southampton, Nott'm Forest, Man City}                   82.11%          81.150821          98.834846
{Brentford, Liverpool, Southampton}                      82.11%          79.474698          96.790117
{West Ham, Leicester, Arsenal}                           82.11%          83.610534         101.826828
{Aston Villa, Liverpool, Ipswich}                        82.12%          84.398021         102.777168
{Liverpool, Arsenal, Man City}                           82.16%          84.346002         102.660436
{Wolves, Leicester, Man City}                            82.17%          82.864131         100.842886
{Chelsea, Southampton, Arsenal}                          82.20%          83.710100         101.831546
{Crystal Palace, Liverpool, Southampton}                 82.23%          81.224704          98.777552
{Wolves, Aston Villa, Southampton}                       82.24%          82.897567         100.801034
{Liverpool, Arsenal, Ipswich}                            82.28%          84.516039         102.717395
{Southampton, Brighton, Ipswich}                         82.28%          82.198766          99.900075
{Southampton, Leicester, Man United}                     82.28%          78.015941          94.812579
{Newcastle, Chelsea, Liverpool}                          82.31%          82.983594         100.817197
{Chelsea, Wolves, Leicester}                             82.33%          83.888245         101.891838
{Wolves, Southampton, Nott'm Forest}                     82.34%          81.389640          98.844568
{West Ham, Southampton, Man City}                        82.35%          82.243491          99.867449
{Southampton, Nott'm Forest, Ipswich}                    82.36%          81.432693          98.877531
{Newcastle, Chelsea, Southampton}                        82.36%          82.254374          99.867449
{Chelsea, Wolves, Liverpool}                             82.39%          84.664605         102.756638
{West Ham, Southampton, Arsenal}                         82.42%          83.084705         100.802899
{Newcastle, Wolves, Liverpool}                           82.44%          83.072395         100.763932
{Newcastle, Southampton, Arsenal}                        82.44%          82.252658          99.768462
{Newcastle, Wolves, Leicester}                           82.47%          82.355501          99.855944
{Newcastle, West Ham, Southampton}                       82.54%          81.589411          98.844568
{Chelsea, Liverpool, Arsenal}                            82.57%          84.830422         102.742610
{Wolves, West Ham, Leicester}                            82.60%          82.504965          99.888573
{Newcastle, Liverpool, Arsenal}                          82.61%          83.203589         100.723913
{Aston Villa, Leicester, Ipswich}                        82.72%          83.467411         100.905633
{Newcastle, Leicester, Ipswich}                          82.74%          81.841404          98.908582
{Wolves, Southampton, Tottenham}                         82.77%          79.308971          95.820513
{Nott'm Forest, Leicester, Ipswich}                      82.78%          81.891151          98.925055
{Wolves, Leicester, Tottenham}                           82.79%          79.370440          95.869552
{Wolves, Nott'm Forest, Leicester}                       82.80%          81.878866          98.892107
{Aston Villa, Liverpool, Leicester}                      82.81%          83.516493         100.859043
{Liverpool, Southampton, Brighton}                       82.81%          82.669405          99.827071
{Wolves, Liverpool, Arsenal}                             82.87%          85.076338         102.665116
{Wolves, Leicester, Arsenal}                             82.89%          84.377662         101.794820
{Leicester, Arsenal, Ipswich}                            82.89%          83.611775         100.865670
{West Ham, Leicester, Ipswich}                           82.92%          82.876879          99.947112
{Bournemouth, Southampton, Leicester}                    82.94%          80.387723          96.920817
{Chelsea, Southampton, Man City}                         82.96%          83.689130         100.879959
{Wolves, Liverpool, Ipswich}                             82.97%          83.628584         100.791500
{Southampton, Arsenal, Man City}                         82.98%          82.805897          99.789607
{Chelsea, Wolves, Southampton}                           82.99%          83.705497         100.863806
{Southampton, Tottenham, Man City}                       83.02%          79.559837          95.832503
{Aston Villa, Southampton, Ipswich}                      83.04%          82.928717          99.867449
{Wolves, West Ham, Southampton}                          83.04%          82.081019          98.844568
{Aston Villa, Liverpool, Southampton}                    83.14%          82.993465          99.820374
{Chelsea, Liverpool, Ipswich}                            83.18%          84.726137         101.856980
{Brentford, Southampton, Leicester}                      83.22%          78.908725          94.822714
{Liverpool, Southampton, Tottenham}                      83.23%          79.735233          95.805469
{Southampton, Everton, Leicester}                        83.24%          82.311234          98.889150
{Wolves, Southampton, Arsenal}                           83.26%          83.901090         100.765798
{Newcastle, Wolves, Southampton}                         83.28%          82.283017          98.806731
{Liverpool, Leicester, Tottenham}                        83.32%          79.864197          95.854516
{Liverpool, West Ham, Leicester}                         83.32%          83.220832          99.878953
{Southampton, Arsenal, Ipswich}                          83.34%          83.191179          99.827071
{Newcastle, Southampton, Man City}                       83.37%          81.563981          97.832559
{West Ham, Southampton, Ipswich}                         83.43%          82.515021          98.903725
{Liverpool, Leicester, Man City}                         83.46%          83.322905          99.836696
{Southampton, Ipswich, Tottenham}                        83.57%          79.248668          94.827780
{Newcastle, Southampton, Ipswich}                        83.63%          81.829836          97.849212
{Liverpool, Southampton, Nott'm Forest}                  83.68%          81.850369          97.817825
{Leicester, Ipswich, Tottenham}                          83.69%          79.405447          94.877332
{Crystal Palace, Southampton, Leicester}                 83.71%          81.051142          96.828742
{Aston Villa, Southampton, Leicester}                    83.71%          82.795571          98.903725
{Wolves, Southampton, Man City}                          83.72%          82.735222          98.823221
{Chelsea, Liverpool, Leicester}                          83.74%          83.652862          99.900075
{Chelsea, Leicester, Ipswich}                            83.74%          83.738454          99.994127
{Southampton, Ipswich, Man City}                         83.75%          81.958569          97.865863
{Liverpool, West Ham, Southampton}                       83.84%          82.866687          98.834846
{Newcastle, Liverpool, Leicester}                        83.94%          82.135696          97.849212
{Liverpool, Nott'm Forest, Leicester}                    84.05%          82.260382          97.865863
{Liverpool, Leicester, Arsenal}                          84.27%          84.110845          99.805934
{Chelsea, Southampton, Ipswich}                          84.51%          83.615439          98.946380
{Chelsea, Liverpool, Southampton}                        84.52%          83.544967          98.851331
{Wolves, Leicester, Ipswich}                             84.54%          82.760327          97.892327
{Wolves, Liverpool, Leicester}                           84.61%          83.630663          98.839707
{Southampton, Leicester, Brighton}                       84.63%          82.872759          97.925610
{Liverpool, Southampton, Arsenal}                        84.76%          83.707973          98.756190
{Newcastle, Liverpool, Southampton}                      84.87%          82.139677          96.778246
{Liverpool, Leicester, Ipswich}                          84.89%          83.089941          97.882510
{Chelsea, Southampton, Leicester}                        85.00%          83.263921          97.952059
{Wolves, Southampton, Ipswich}                           85.15%          82.443876          96.821838
{Wolves, Liverpool, Southampton}                         85.23%          83.332802          97.779591
{Southampton, Nott'm Forest, Leicester}                  85.23%          81.695322          95.849504
{Southampton, Leicester, Arsenal}                        85.34%          83.502144          97.851134
{Liverpool, Southampton, Man City}                       85.39%          83.507076          97.796253
{Newcastle, Southampton, Leicester}                      85.49%          81.928681          95.832503
{Liverpool, Southampton, Ipswich}                        85.58%          82.850751          96.811913
{Southampton, Leicester, Man City}                       85.96%          82.388794          95.849504
{West Ham, Southampton, Leicester}                       86.08%          82.530562          95.871513
{Southampton, Leicester, Tottenham}                      86.21%          79.961646          92.750574
{Wolves, Southampton, Leicester}                         86.95%          83.322644          95.832503
{Liverpool, Southampton, Leicester}                      87.57%          82.988595          94.773133
{Southampton, Leicester, Ipswich}                        87.96%          82.495450          93.789805
