cycle_nodes,cycle_edges,vorticity
"Wolves,Luton,Man City,Wolves","(Wolves,Luton);(Luton,Man City);(Man City,Wolves)",8.61370563888011
"Bournemouth,Luton,Aston Villa,Bournemouth","(Bournemouth,Luton);(Luton,Aston Villa);(Aston Villa,Bournemouth)",8.61370563888011
"Man United,Luton,Burnley,Man United","(Man United,Luton);(Luton,Burnley);(Burnley,Man United)",-7.227411277760218
"West Ham,Luton,Burnley,West Ham","(West Ham,Luton);(Luton,Burnley);(Burnley,West Ham)",-7.227411277760218
"Chelsea,Luton,Burnley,Chelsea","(Chelsea,Luton);(Luton,Burnley);(Burnley,Chelsea)",-7.227411277760218
"Newcastle,Luton,Liverpool,Newcastle","(Newcastle,Luton);(Luton,Liverpool);(Liverpool,Newcastle)",-7.227411277760218
"Wolves,Luton,Everton,Wolves","(Wolves,Luton);(Luton,Everton);(Everton,Wolves)",7.2274112777602175
"Liverpool,Luton,Arsenal,Liverpool","(Liverpool,Luton);(Luton,Arsenal);(Arsenal,Liverpool)",7.2274112777602175
"Wolves,Luton,Aston Villa,Wolves","(Wolves,Luton);(Luton,Aston Villa);(Aston Villa,Wolves)",7.2274112777602175
"Wolves,Luton,Newcastle,Wolves","(Wolves,Luton);(Luton,Newcastle);(Newcastle,Wolves)",-4.158883083359672
"Sheffield United,Luton,Everton,Sheffield United","(Sheffield United,Luton);(Luton,Everton);(Everton,Sheffield United)",-2.7725887222397816
"Liverpool,Luton,Crystal Palace,Liverpool","(Liverpool,Luton);(Luton,Crystal Palace);(Crystal Palace,Liverpool)",-2.7725887222397816
"Wolves,Luton,Brighton,Wolves","(Wolves,Luton);(Luton,Brighton);(Brighton,Wolves)",-2.7725887222397816
"Liverpool,Luton,Everton,Liverpool","(Liverpool,Luton);(Luton,Everton);(Everton,Liverpool)",-2.7725887222397816
"Nott'm Forest,Luton,Burnley,Nott'm Forest","(Nott'm Forest,Luton);(Luton,Burnley);(Burnley,Nott'm Forest)",2.7725887222397816
"Man City,Luton,Arsenal,Man City","(Man City,Luton);(Luton,Arsenal);(Arsenal,Man City)",-1.3862943611198926
"Burnley,Luton,Arsenal,Burnley","(Burnley,Luton);(Luton,Arsenal);(Arsenal,Burnley)",-1.3862943611198926
"Wolves,Luton,Arsenal,Wolves","(Wolves,Luton);(Luton,Arsenal);(Arsenal,Wolves)",-1.3862943611198917
"Tottenham,Luton,Arsenal,Tottenham","(Tottenham,Luton);(Luton,Arsenal);(Arsenal,Tottenham)",-1.3862943611198917
"Chelsea,Luton,Arsenal,Chelsea","(Chelsea,Luton);(Luton,Arsenal);(Arsenal,Chelsea)",-1.3862943611198917
"Man City,Luton,Everton,Man City","(Man City,Luton);(Luton,Everton);(Everton,Man City)",-1.3862943611198917
"Tottenham,Luton,Crystal Palace,Tottenham","(Tottenham,Luton);(Luton,Crystal Palace);(Crystal Palace,Tottenham)",-1.3862943611198917
"Newcastle,Luton,Man City,Newcastle","(Newcastle,Luton);(Luton,Man City);(Man City,Newcastle)",1.3862943611198917
"Chelsea,Luton,Aston Villa,Chelsea","(Chelsea,Luton);(Luton,Aston Villa);(Aston Villa,Chelsea)",-1.3862943611198912
"West Ham,Luton,Tottenham,West Ham","(West Ham,Luton);(Luton,Tottenham);(Tottenham,West Ham)",1.3862943611198912
